RS:1000:rear_sus,FS:1000:front_sus,RB:250:test2,FB:250:test3
554,593
-0.42,-10.62,0.90,-0.20,1.53,0.57,722,604,0.0,0.0
-2.50,-8.63,0.47,-0.10,1.56,0.61,721,603,0.0,0.0
0.98,-9.60,0.28,-0.11,1.54,0.54,721,603,0.0,0.0
0.65,-10.88,-2.60,-0.18,1.47,0.60,721,601,0.0,0.0
6.45,-5.91,6.86,0.22,1.50,0.62,721,602,0.0,0.0
0.51,-13.91,-6.43,-0.30,1.41,0.63,721,603,0.0,0.0
-1.26,-6.23,4.00,0.09,1.80,0.53,721,602,0.0,0.0
-1.93,-8.49,-2.05,-0.41,1.44,0.75,721,601,0.0,0.0
-2.61,-7.55,8.53,-0.27,1.56,0.60,720,602,0.0,0.0
-12.73,-40.46,5.96,0.28,1.43,0.15,720,600,0.0,0.0
-10.21,-6.78,-1.26,-1.20,1.03,0.22,720,600,0.0,0.0
-10.32,-22.56,4.43,-0.13,1.06,0.55,720,600,0.0,0.0
-6.53,-9.31,2.08,0.05,1.25,0.39,720,598,0.0,0.0
-2.58,-1.33,1.90,-0.33,0.99,0.25,720,598,0.0,0.0
-6.68,-15.50,1.61,-0.27,1.02,0.30,720,599,0.0,0.0
-5.82,-12.42,2.17,-0.03,0.93,0.47,720,599,0.0,0.0
-4.19,-5.86,0.61,-0.15,0.90,0.22,721,601,0.0,0.0
-4.35,-11.75,0.90,-0.17,0.77,0.27,720,603,0.0,0.0
-6.28,-13.20,-0.29,-0.21,0.76,0.09,720,601,0.0,0.0
-5.19,-11.00,0.01,-0.03,0.70,0.15,720,600,0.0,0.0
-5.09,-11.03,0.48,-0.07,0.59,0.15,720,602,0.0,0.0
-6.54,-11.81,0.37,-0.06,0.55,-0.01,720,602,0.0,0.0
-6.31,-11.58,0.52,0.02,0.49,0.13,720,603,0.0,0.0
-5.29,-10.76,0.13,0.03,0.46,0.00,720,603,0.0,0.0
-5.97,-11.06,0.56,0.04,0.38,-0.01,719,599,0.0,0.0
-6.06,-11.33,0.01,0.06,0.35,-0.02,720,600,0.0,0.0
-6.41,-10.05,-0.14,0.09,0.29,0.00,720,599,0.0,0.0
-5.26,-9.88,-0.84,0.08,0.21,-0.01,720,600,0.0,0.0
-6.14,-10.53,-1.19,0.10,0.16,-0.06,720,599,0.0,0.0
-5.89,-9.58,-2.25,0.14,0.07,-0.10,720,599,0.0,0.0
-3.05,-8.26,-5.93,0.20,0.03,-0.12,720,601,0.0,0.0
-1.44,-2.86,-1.62,0.33,-0.09,-0.17,720,601,0.0,0.0
-3.63,-7.53,-0.85,0.13,-0.09,-0.17,719,600,0.0,0.0
-5.89,-13.09,0.53,0.24,-0.22,-0.20,720,601,0.0,0.0
