RS:1000:rear_sus,FS:1000:front_sus,RB:250:test2,FB:250:test3
456,610
0.64,0.84,9.91,-0.01,-0.01,-0.02,456,570,0.0,0.0
0.66,0.78,9.95,0.00,-0.01,0.01,457,576,0.0,0.0
0.63,0.84,9.86,0.00,-0.01,-0.01,456,579,0.0,0.0
0.59,0.79,9.85,0.01,-0.01,0.00,456,582,0.0,0.0
0.60,0.80,9.88,0.00,-0.01,0.00,456,581,0.0,0.0
0.61,0.75,9.91,0.01,-0.01,-0.00,457,583,0.0,0.0
0.63,0.78,9.89,0.01,0.02,0.01,457,584,0.0,0.0
0.63,0.84,9.90,0.00,-0.00,0.01,456,609,0.0,0.0
0.67,0.75,9.90,-0.01,-0.01,0.00,456,594,0.0,0.0
0.67,0.80,9.91,0.00,0.00,0.00,456,587,0.0,0.0
0.61,0.79,9.95,0.02,0.01,0.01,456,608,0.0,0.0
0.61,0.80,9.90,0.01,-0.00,0.01,457,598,0.0,0.0
0.57,0.80,9.90,0.01,-0.00,0.00,456,596,0.0,0.0
0.62,0.76,9.89,0.01,-0.01,-0.00,457,594,0.0,0.0
0.59,0.76,9.92,0.01,-0.01,0.00,457,595,0.0,0.0
0.63,0.83,9.88,0.01,0.00,0.01,456,593,0.0,0.0
0.62,0.81,9.86,-0.01,0.01,0.00,456,591,0.0,0.0
0.61,0.75,9.90,0.02,-0.01,0.01,456,592,0.0,0.0
0.63,0.81,9.84,0.03,-0.01,0.00,456,592,0.0,0.0
0.58,0.82,9.94,0.01,-0.01,0.01,456,592,0.0,0.0
0.63,0.83,9.92,0.01,-0.01,0.01,457,591,0.0,0.0
0.64,0.80,9.91,-0.00,-0.00,0.00,457,592,0.0,0.0
0.62,0.82,9.90,0.00,-0.00,0.02,456,591,0.0,0.0
0.69,0.80,9.88,0.01,0.00,0.02,456,593,0.0,0.0
0.61,0.83,9.89,0.01,0.01,0.00,457,592,0.0,0.0
0.59,0.79,9.94,0.01,0.00,0.00,457,592,0.0,0.0
0.61,0.76,9.88,0.01,-0.01,0.00,457,594,0.0,0.0
0.58,0.80,9.90,0.01,0.01,-0.00,457,595,0.0,0.0
0.60,0.78,9.87,0.00,-0.00,0.00,456,615,0.0,0.0
0.56,0.78,9.91,0.01,-0.01,0.01,457,601,0.0,0.0
0.58,0.79,9.87,0.01,-0.01,0.01,456,596,0.0,0.0
0.65,0.80,9.93,0.01,0.01,-0.00,456,619,0.0,0.0
