RS:1000:rear_sus,FS:1000:front_sus,RB:250:test2,FB:250:test3
484,657
-1.44,-10.04,1.83,-0.07,0.49,0.06,622,648,0.0,0.0
-0.71,-7.70,2.21,-0.04,0.55,0.10,622,643,0.0,0.0
-1.84,-8.81,2.11,-0.11,0.56,0.07,622,637,0.0,0.0
-1.60,-9.89,2.86,-0.14,0.52,0.05,622,633,0.0,0.0
-1.22,-10.52,2.31,-0.09,0.48,0.04,622,628,0.0,0.0
108.22,1.15,-7.92,1.48,-0.45,0.28,622,626,0.0,0.0
33.66,-56.85,-9.78,0.85,0.65,0.69,622,622,0.0,0.0
3.54,17.67,8.67,-1.03,0.17,-0.40,622,621,0.0,0.0
-8.15,-29.22,-0.06,-0.15,0.86,0.23,622,618,0.0,0.0
1.46,-8.68,4.54,0.08,0.43,0.23,622,621,0.0,0.0
0.79,-6.27,1.30,-0.15,0.40,-0.10,623,619,0.0,0.0
0.48,-13.51,-1.19,-0.36,0.58,-0.19,623,617,0.0,0.0
-3.08,-10.13,5.35,0.01,0.71,0.51,624,616,0.0,0.0
-1.74,-6.87,2.24,-0.02,0.54,0.04,624,615,0.0,0.0
1.47,-8.78,2.70,-0.06,0.43,0.13,625,614,0.0,0.0
1.28,-8.45,0.96,-0.17,0.51,-0.21,626,613,0.0,0.0
-0.49,-9.73,2.51,-0.09,0.69,0.29,627,613,0.0,0.0
-2.84,-10.48,3.85,0.01,0.62,0.18,627,612,0.0,0.0
-0.19,-8.78,3.01,0.02,0.56,-0.05,629,633,0.0,0.0
-0.71,-9.42,3.08,-0.11,0.64,0.03,631,621,0.0,0.0
-1.41,-9.93,3.98,-0.05,0.66,0.23,632,619,0.0,0.0
-0.66,-10.20,3.58,0.00,0.61,-0.03,633,617,0.0,0.0
-0.19,-8.93,3.50,-0.02,0.53,0.13,634,615,0.0,0.0
-0.30,-9.82,3.71,-0.02,0.58,0.03,636,613,0.0,0.0
-0.37,-9.05,4.40,-0.00,0.62,0.28,637,611,0.0,0.0
-0.58,-8.76,4.84,-0.00,0.57,0.03,639,613,0.0,0.0
0.42,-10.08,4.76,-0.01,0.50,0.12,640,613,0.0,0.0
1.18,-7.75,4.58,0.04,0.51,0.14,642,612,0.0,0.0
0.58,-9.98,4.78,0.03,0.51,0.10,643,610,0.0,0.0
0.39,-8.97,4.59,0.05,0.56,0.25,646,608,0.0,0.0
-2.26,-8.95,4.61,0.06,0.49,0.20,648,608,0.0,0.0
-1.42,-9.17,4.86,0.09,0.47,0.07,649,608,0.0,0.0
-1.73,-8.71,4.48,0.08,0.43,0.15,650,606,0.0,0.0
-1.76,-9.27,4.66,0.08,0.43,0.10,651,606,0.0,0.0
-2.05,-9.42,4.35,0.09,0.43,0.07,653,605,0.0,0.0
-2.34,-9.49,4.56,0.09,0.44,0.17,654,605,0.0,0.0
-2.13,-9.57,4.31,0.11,0.44,0.12,656,606,0.0,0.0
-2.87,-9.07,4.30,0.11,0.44,0.14,657,604,0.0,0.0
-2.93,-9.45,4.71,0.10,0.45,0.03,660,604,0.0,0.0
-2.67,-9.86,4.41,0.12,0.44,0.13,660,605,0.0,0.0
-2.83,-10.40,4.93,0.17,0.45,0.13,663,603,0.0,0.0
-3.00,-9.38,4.80,0.30,0.45,0.05,665,605,0.0,0.0
-2.06,-7.74,4.81,0.27,0.44,0.14,666,603,0.0,0.0
-2.96,-6.70,4.99,0.14,0.43,0.04,668,626,0.0,0.0
-2.73,-8.19,4.10,0.16,0.50,0.05,669,615,0.0,0.0
-2.59,-10.22,5.73,0.12,0.47,0.04,670,612,0.0,0.0
-3.04,-8.93,5.32,0.14,0.49,0.06,672,611,0.0,0.0
-2.37,-8.94,5.22,0.18,0.45,0.05,673,609,0.0,0.0
-2.41,-9.09,5.06,0.09,0.43,0.01,675,607,0.0,0.0
-2.23,-9.65,5.36,0.13,0.45,0.04,676,629,0.0,0.0
-2.62,-9.50,5.54,0.13,0.42,0.04,678,617,0.0,0.0
